judet,data,categorie_pers,total_doze,astra,pfizer,moderna
Ialomita,2021-03-16,toate,1002,70,642,290
Ialomita,2021-03-17,1,33,0,23,10
Ialomita,2021-03-17,2,797,53,537,207
Ialomita,2021-03-17,3,21,14,4,3
Ialomita,2021-03-17,toate,851,67,564,220
Ialomita,2021-03-18,1,33,0,32,1
Ialomita,2021-03-18,2,662,39,497,126
Ialomita,2021-03-18,3,29,21,5,3
Ialomita,2021-03-18,toate,724,60,534,130
Ialomita,toate,1,479,71,354,54
Ialomita,toate,2,12247,1582,9176,1489
Ialomita,toate,3,68,44,17,7
Ialomita,toate,toate,12794,1697,9547,1550
Iasi,2021-03-01,1,85,9,76,0
Iasi,2021-03-01,2,1417,286,1131,0
Iasi,2021-03-01,3,3,0,3,0
Iasi,2021-03-01,toate,1505,295,1210,0
Iasi,2021-03-02,1,104,31,73,0
Iasi,2021-03-02,2,1337,247,1090,0
Iasi,2021-03-02,3,1,0,1,0
Iasi,2021-03-02,toate,1442,278,1164,0
Iasi,2021-03-03,1,152,49,103,0
Iasi,2021-03-03,2,1355,162,1193,0
Iasi,2021-03-03,3,0,0,0,0
Iasi,2021-03-03,toate,1507,211,1296,0
Iasi,2021-03-04,1,146,32,105,9
Iasi,2021-03-04,2,1931,168,1272,491
Iasi,2021-03-04,3,7,1,2,4
Iasi,2021-03-04,toate,2084,201,1379,504
Iasi,2021-03-05,1,136,10,116,10
Iasi,2021-03-05,2,1947,176,1272,499
Iasi,2021-03-05,3,10,0,4,6
Iasi,2021-03-05,toate,2093,186,1392,515
Iasi,2021-03-06,1,107,15,90,2
Iasi,2021-03-06,2,2046,209,1366,471
Iasi,2021-03-06,3,2,0,2,0
Iasi,2021-03-06,toate,2155,224,1458,473
Iasi,2021-03-07,1,168,45,120,3
Iasi,2021-03-07,2,1529,137,1055,337
Iasi,2021-03-07,3,1,0,0,1
Iasi,2021-03-07,toate,1698,182,1175,341
Iasi,2021-03-08,1,308,36,253,19
Iasi,2021-03-08,2,1721,165,1265,291
Iasi,2021-03-08,3,5,0,5,0
Iasi,2021-03-08,toate,2034,201,1523,310
Iasi,2021-03-09,1,222,25,195,2
Iasi,2021-03-09,2,1678,166,1266,246
Iasi,2021-03-09,3,2,0,2,0
Iasi,2021-03-09,toate,1902,191,1463,248
Iasi,2021-03-10,1,296,19,274,3
Iasi,2021-03-10,2,2108,216,1704,188
Iasi,2021-03-10,3,11,0,8,3
Iasi,2021-03-10,toate,2415,235,1986,194
Iasi,2021-03-11,1,245,19,225,1
Iasi,2021-03-11,2,1986,170,1707,109
Iasi,2021-03-11,3,5,0,5,0
Iasi,2021-03-11,toate,2236,189,1937,110
Iasi,2021-03-12,1,167,8,153,6
Iasi,2021-03-12,2,2084,159,1773,152
Iasi,2021-03-12,3,20,0,18,2
Iasi,2021-03-12,toate,2271,167,1944,160
Iasi,2021-03-13,1,98,12,82,4
Iasi,2021-03-13,2,1974,180,1633,161
Iasi,2021-03-13,3,15,0,12,3
Iasi,2021-03-13,toate,2087,192,1727,168
Iasi,2021-03-14,1,112,8,103,1
Iasi,2021-03-14,2,1775,161,1449,165
Iasi,2021-03-14,3,7,0,3,4
Iasi,2021-03-14,toate,1894,169,1555,170
Iasi,2021-03-15,1,107,14,88,5
Iasi,2021-03-15,2,2155,177,1724,254
Iasi,2021-03-15,3,4,1,0,3
Iasi,2021-03-15,toate,2266,192,1812,262
Iasi,2021-03-16,1,181,13,127,41
Iasi,2021-03-16,2,2307,152,1665,490
Iasi,2021-03-16,3,77,2,70,5
Iasi,2021-03-16,toate,2565,167,1862,536
Iasi,2021-03-17,1,105,18,87,0
Iasi,2021-03-17,2,1585,113,1462,10
Iasi,2021-03-17,3,142,23,119,0
Iasi,2021-03-17,toate,1832,154,1668,10
Iasi,2021-03-18,1,150,2,148,0
Iasi,2021-03-18,2,1372,141,1231,0
Iasi,2021-03-18,3,195,87,108,0
Iasi,2021-03-18,toate,1717,230,1487,0
Iasi,toate,1,2889,365,2418,106
Iasi,toate,2,32307,3185,25258,3864
Iasi,toate,3,507,114,362,31
Iasi,toate,toate,35703,3664,28038,4001
Ilfov,2021-03-01,1,27,11,16,0
Ilfov,2021-03-01,2,616,181,435,0
Ilfov,2021-03-01,3,1,0,1,0
Ilfov,2021-03-01,toate,644,192,452,0
Ilfov,2021-03-02,1,34,5,29,0
Ilfov,2021-03-02,2,840,168,672,0
Ilfov,2021-03-02,3,5,0,5,0
Ilfov,2021-03-02,toate,879,173,706,0
Ilfov,2021-03-03,1,45,10,35,0
Ilfov,2021-03-03,2,922,129,793,0
Ilfov,2021-03-03,3,9,0,9,0
Ilfov,2021-03-03,toate,976,139,837,0
Ilfov,2021-03-04,1,33,9,23,1
Ilfov,2021-03-04,2,971,112,737,122
Ilfov,2021-03-04,3,7,0,5,2
Ilfov,2021-03-04,toate,1011,121,765,125
Ilfov,2021-03-05,1,42,1,33,8
Ilfov,2021-03-05,2,998,97,752,149
Ilfov,2021-03-05,3,15,0,11,4
Ilfov,2021-03-05,toate,1055,98,796,161
Ilfov,2021-03-06,1,61,5,46,10
Ilfov,2021-03-06,2,1074,86,722,266
Ilfov,2021-03-06,3,6,0,6,0
Ilfov,2021-03-06,toate,1141,91,774,276
Ilfov,2021-03-07,1,37,3,34,0
Ilfov,2021-03-07,2,885,90,578,217
Ilfov,2021-03-07,3,5,0,3,2
Ilfov,2021-03-07,toate,927,93,615,219
Ilfov,2021-03-08,1,30,4,21,5
Ilfov,2021-03-08,2,947,102,706,139
Ilfov,2021-03-08,3,13,0,9,4
Ilfov,2021-03-08,toate,990,106,736,148
Ilfov,2021-03-09,1,48,3,36,9
Ilfov,2021-03-09,2,1385,97,1126,162
Ilfov,2021-03-09,3,48,0,40,8
Ilfov,2021-03-09,toate,1481,100,1202,179
Ilfov,2021-03-10,1,52,3,45,4
Ilfov,2021-03-10,2,1284,121,1027,136
Ilfov,2021-03-10,3,47,0,44,3
Ilfov,2021-03-10,toate,1383,124,1116,143
Ilfov,2021-03-11,1,61,12,41,8
Ilfov,2021-03-11,2,1139,108,907,124
Ilfov,2021-03-11,3,27,0,22,5
Ilfov,2021-03-11,toate,1227,120,970,137
Ilfov,2021-03-12,1,38,1,35,2
Ilfov,2021-03-12,2,1115,91,911,113
Ilfov,2021-03-12,3,36,0,31,5
Ilfov,2021-03-12,toate,1189,92,977,120
Ilfov,2021-03-13,1,33,2,24,7
Ilfov,2021-03-13,2,1131,56,934,141
Ilfov,2021-03-13,3,15,0,12,3
Ilfov,2021-03-13,toate,1179,58,970,151
Ilfov,2021-03-14,1,36,2,33,1
Ilfov,2021-03-14,2,779,50,650,79
Ilfov,2021-03-14,3,13,0,9,4
Ilfov,2021-03-14,toate,828,52,692,84
Ilfov,2021-03-15,1,68,7,60,1
Ilfov,2021-03-15,2,1168,60,780,328
Ilfov,2021-03-15,3,13,0,9,4
Ilfov,2021-03-15,toate,1249,67,849,333
Ilfov,2021-03-16,1,60,3,50,7
Ilfov,2021-03-16,2,1397,49,1024,324
Ilfov,2021-03-16,3,39,4,26,9
Ilfov,2021-03-16,toate,1496,56,1100,340
Ilfov,2021-03-17,1,89,2,79,8
Ilfov,2021-03-17,2,1464,51,1087,326
Ilfov,2021-03-17,3,50,3,40,7
Ilfov,2021-03-17,toate,1603,56,1206,341
Ilfov,2021-03-18,1,48,2,44,2
Ilfov,2021-03-18,2,1278,59,930,289
Ilfov,2021-03-18,3,80,15,57,8
Ilfov,2021-03-18,toate,1406,76,1031,299
Ilfov,toate,1,842,85,684,73
Ilfov,toate,2,19393,1707,14771,2915
Ilfov,toate,3,429,22,339,68
Ilfov,toate,toate,20664,1814,15794,3056
Maramures,2021-03-01,1,93,33,60,0
Maramures,2021-03-01,2,1142,99,1043,0
Maramures,2021-03-01,3,1,0,1,0
Maramures,2021-03-01,toate,1236,132,1104,0
Maramures,2021-03-02,1,57,9,48,0
Maramures,2021-03-02,2,1288,126,1162,0
Maramures,2021-03-02,3,2,0,2,0
Maramures,2021-03-02,toate,1347,135,1212,0
Maramures,2021-03-03,1,41,10,31,0
Maramures,2021-03-03,2,1091,103,988,0
Maramures,2021-03-03,3,1,0,1,0
Maramures,2021-03-03,toate,1133,113,1020,0
Maramures,2021-03-04,1,33,9,22,2
Maramures,2021-03-04,2,1373,101,1004,268
Maramures,2021-03-04,3,6,0,6,0
Maramures,2021-03-04,toate,1412,110,1032,270
Maramures,2021-03-05,1,67,10,50,7
Maramures,2021-03-05,2,1528,103,1114,311
Maramures,2021-03-05,3,1,0,0,1
Maramures,2021-03-05,toate,1596,113,1164,319
Maramures,2021-03-06,1,31,7,22,2
Maramures,2021-03-06,2,1401,114,1130,157
Maramures,2021-03-06,3,0,0,0,0
Maramures,2021-03-06,toate,1432,121,1152,159
Maramures,2021-03-07,1,23,6,16,1
Maramures,2021-03-07,2,1118,105,884,129
Maramures,2021-03-07,3,0,0,0,0
Maramures,2021-03-07,toate,1141,111,900,130
Maramures,2021-03-08,1,35,9,23,3
Maramures,2021-03-08,2,1479,127,1147,205
Maramures,2021-03-08,3,2,0,0,2
Maramures,2021-03-08,toate,1516,136,1170,210
Maramures,2021-03-09,1,75,13,60,2
Maramures,2021-03-09,2,1854,125,1533,196
Maramures,2021-03-09,3,5,0,3,2
Maramures,2021-03-09,toate,1934,138,1596,200
Maramures,2021-03-10,1,66,6,53,7
Maramures,2021-03-10,2,1559,90,1306,163
Maramures,2021-03-10,3,12,0,2,10
Maramures,2021-03-10,toate,1637,96,1361,180
Maramures,2021-03-11,1,31,3,28,0
Maramures,2021-03-11,2,1499,62,1338,99
Maramures,2021-03-11,3,2,0,2,0
Maramures,2021-03-11,toate,1532,65,1368,99
Maramures,2021-03-12,1,52,7,44,1
Maramures,2021-03-12,2,1532,87,1358,87
Maramures,2021-03-12,3,5,2,2,1
Maramures,2021-03-12,toate,1589,96,1404,89
Maramures,2021-03-13,1,32,2,28,2
Maramures,2021-03-13,2,1359,90,1171,98
Maramures,2021-03-13,3,1,0,1,0
Maramures,2021-03-13,toate,1392,92,1200,100
Maramures,2021-03-14,1,18,3,15,0
Maramures,2021-03-14,2,1153,103,980,70
Maramures,2021-03-14,3,1,0,1,0
Maramures,2021-03-14,toate,1172,106,996,70
Maramures,2021-03-15,1,39,5,34,0
Maramures,2021-03-15,2,1390,96,1254,40
Maramures,2021-03-15,3,3,1,2,0
Maramures,2021-03-15,toate,1432,102,1290,40
Maramures,2021-03-16,1,91,5,60,26
Maramures,2021-03-16,2,1345,53,1223,69
Maramures,2021-03-16,3,6,0,1,5
Maramures,2021-03-16,toate,1442,58,1284,100
Maramures,2021-03-17,1,60,4,56,0
Maramures,2021-03-17,2,1277,78,1189,10
Maramures,2021-03-17,3,7,4,3,0
Maramures,2021-03-17,toate,1344,86,1248,10
Maramures,2021-03-18,1,46,5,41,0
Maramures,2021-03-18,2,1214,70,1144,0
Maramures,2021-03-18,3,21,17,4,0
Maramures,2021-03-18,toate,1281,92,1189,0
Maramures,toate,1,890,146,691,53
Maramures,toate,2,24602,1732,20968,1902
Maramures,toate,3,76,24,31,21
Maramures,toate,toate,25568,1902,21690,1976
Mehedinti,2021-03-01,1,12,3,9,0
Mehedinti,2021-03-01,2,428,23,405,0
Mehedinti,2021-03-01,3,1,1,0,0
Mehedinti,2021-03-01,toate,441,27,414,0
Mehedinti,2021-03-02,1,13,0,13,0
Mehedinti,2021-03-02,2,425,6,419,0
Mehedinti,2021-03-02,3,0,0,0,0
Mehedinti,2021-03-02,toate,438,6,432,0
Mehedinti,2021-03-03,1,14,0,14,0
Mehedinti,2021-03-03,2,422,4,418,0
Mehedinti,2021-03-03,3,0,0,0,0
Mehedinti,2021-03-03,toate,436,4,432,0
Mehedinti,2021-03-04,1,12,0,7,5
Mehedinti,2021-03-04,2,538,10,413,115
Mehedinti,2021-03-04,3,0,0,0,0
Mehedinti,2021-03-04,toate,550,10,420,120
Mehedinti,2021-03-05,1,30,0,27,3
Mehedinti,2021-03-05,2,576,38,411,127
Mehedinti,2021-03-05,3,1,1,0,0
Mehedinti,2021-03-05,toate,607,39,438,130
Mehedinti,2021-03-06,1,30,4,22,4
Mehedinti,2021-03-06,2,621,31,494,96
Mehedinti,2021-03-06,3,0,0,0,0
Mehedinti,2021-03-06,toate,651,35,516,100
Mehedinti,2021-03-07,1,13,2,11,0
Mehedinti,2021-03-07,2,556,23,433,100
Mehedinti,2021-03-07,3,0,0,0,0
Mehedinti,2021-03-07,toate,569,25,444,100
Mehedinti,2021-03-08,1,27,0,27,0
Mehedinti,2021-03-08,2,515,25,411,79
Mehedinti,2021-03-08,3,0,0,0,0
Mehedinti,2021-03-08,toate,542,25,438,79
Mehedinti,2021-03-09,1,26,3,23,0
Mehedinti,2021-03-09,2,553,32,451,70
Mehedinti,2021-03-09,3,1,0,0,1
Mehedinti,2021-03-09,toate,580,35,474,71
Mehedinti,2021-03-10,1,13,0,13,0
Mehedinti,2021-03-10,2,657,18,599,40
Mehedinti,2021-03-10,3,0,0,0,0
Mehedinti,2021-03-10,toate,670,18,612,40
Mehedinti,2021-03-11,1,11,0,10,1
Mehedinti,2021-03-11,2,650,24,577,49
Mehedinti,2021-03-11,3,1,0,1,0
Mehedinti,2021-03-11,toate,662,24,588,50
Mehedinti,2021-03-12,1,27,0,27,0
Mehedinti,2021-03-12,2,668,30,578,60
Mehedinti,2021-03-12,3,1,0,1,0
Mehedinti,2021-03-12,toate,696,30,606,60
Mehedinti,2021-03-13,1,28,0,26,2
Mehedinti,2021-03-13,2,594,30,526,38
Mehedinti,2021-03-13,3,0,0,0,0
Mehedinti,2021-03-13,toate,622,30,552,40
Mehedinti,2021-03-14,1,38,4,34,0
Mehedinti,2021-03-14,2,634,30,554,50
Mehedinti,2021-03-14,3,1,1,0,0
Mehedinti,2021-03-14,toate,673,35,588,50
Mehedinti,2021-03-15,1,23,2,21,0
Mehedinti,2021-03-15,2,620,38,542,40
Mehedinti,2021-03-15,3,13,0,13,0
Mehedinti,2021-03-15,toate,656,40,576,40
Mehedinti,2021-03-16,1,31,0,27,4
Mehedinti,2021-03-16,2,683,23,524,136
Mehedinti,2021-03-16,3,7,6,1,0
Mehedinti,2021-03-16,toate,721,29,552,140
Mehedinti,2021-03-17,1,19,0,19,0
Mehedinti,2021-03-17,2,554,12,542,0
Mehedinti,2021-03-17,3,17,8,9,0
Mehedinti,2021-03-17,toate,590,20,570,0
Mehedinti,2021-03-18,1,8,0,8,0
Mehedinti,2021-03-18,2,503,20,483,0
Mehedinti,2021-03-18,3,32,31,1,0
Mehedinti,2021-03-18,toate,543,51,492,0
Mehedinti,toate,1,375,18,338,19
Mehedinti,toate,2,10197,417,8780,1000
Mehedinti,toate,3,75,48,26,1
Mehedinti,toate,toate,10647,483,9144,1020
Mures,2021-03-01,1,212,73,139,0
Mures,2021-03-01,2,2112,296,1816,0
Mures,2021-03-01,3,1,0,1,0
Mures,2021-03-01,toate,2325,369,1956,0
Mures,2021-03-02,1,128,36,92,0
Mures,2021-03-02,2,2314,350,1964,0
Mures,2021-03-02,3,2,0,2,0
Mures,2021-03-02,toate,2444,386,2058,0
Mures,2021-03-03,1,97,40,57,0
Mures,2021-03-03,2,2085,295,1790,0
Mures,2021-03-03,3,1,0,1,0
Mures,2021-03-03,toate,2183,335,1848,0
Mures,2021-03-04,1,93,57,31,5
Mures,2021-03-04,2,2640,231,1787,622
Mures,2021-03-04,3,6,0,6,0
Mures,2021-03-04,toate,2739,288,1824,627
Mures,2021-03-05,1,121,39,73,9
Mures,2021-03-05,2,2899,269,1865,765
Mures,2021-03-05,3,1,0,0,1
Mures,2021-03-05,toate,3021,308,1938,775
Mures,2021-03-06,1,86,32,51,3
Mures,2021-03-06,2,2436,281,1899,256
Mures,2021-03-06,3,0,0,0,0
Mures,2021-03-06,toate,2522,313,1950,259
Mures,2021-03-07,1,94,45,48,1
Mures,2021-03-07,2,2078,232,1697,149
Mures,2021-03-07,3,1,0,1,0
Mures,2021-03-07,toate,2173,277,1746,150
Mures,2021-03-08,1,111,53,54,4
Mures,2021-03-08,2,2529,269,1920,340
Mures,2021-03-08,3,2,0,0,2
Mures,2021-03-08,toate,2642,322,1974,346
Mures,2021-03-09,1,140,32,104,4
Mures,2021-03-09,2,3056,288,2466,302
Mures,2021-03-09,3,6,0,3,3
Mures,2021-03-09,toate,3202,320,2573,309
Mures,2021-03-10,1,204,25,172,7
Mures,2021-03-10,2,2699,280,2177,242
Mures,2021-03-10,3,12,0,2,10
Mures,2021-03-10,toate,2915,305,2351,259
Mures,2021-03-11,1,187,19,168,0
Mures,2021-03-11,2,2956,230,2547,179
Mures,2021-03-11,3,3,0,3,0
Mures,2021-03-11,toate,3146,249,2718,179
Mures,2021-03-12,1,148,24,118,6
Mures,2021-03-12,2,2839,251,2380,208
Mures,2021-03-12,3,6,2,3,1
Mures,2021-03-12,toate,2993,277,2501,215
Mures,2021-03-13,1,101,19,79,3
Mures,2021-03-13,2,2624,265,2143,216
Mures,2021-03-13,3,2,0,2,0
Mures,2021-03-13,toate,2727,284,2224,219
Mures,2021-03-14,1,75,8,61,6
Mures,2021-03-14,2,2467,273,2013,181
Mures,2021-03-14,3,1,0,1,0
Mures,2021-03-14,toate,2543,281,2075,187
Mures,2021-03-15,1,97,28,67,2
Mures,2021-03-15,2,2693,280,2269,144
Mures,2021-03-15,3,6,1,4,1
Mures,2021-03-15,toate,2796,309,2340,147
Mures,2021-03-16,1,145,16,87,42
Mures,2021-03-16,2,2785,211,2195,379
Mures,2021-03-16,3,18,6,4,8
Mures,2021-03-16,toate,2948,233,2286,429
Mures,2021-03-17,1,162,16,134,12
Mures,2021-03-17,2,2674,244,2145,285
Mures,2021-03-17,3,21,14,7,0
Mures,2021-03-17,toate,2857,274,2286,297
Mures,2021-03-18,1,155,18,137,0
Mures,2021-03-18,2,2189,208,1957,24
Mures,2021-03-18,3,57,44,13,0
Mures,2021-03-18,toate,2401,270,2107,24
Mures,toate,1,2356,580,1672,104
Mures,toate,2,46075,4753,37030,4292
Mures,toate,3,146,67,53,26
Mures,toate,toate,48577,5400,38755,4422
Neamt,2021-03-01,1,24,4,20,0
Neamt,2021-03-01,2,615,119,496,0
Neamt,2021-03-01,3,0,0,0,0
Neamt,2021-03-01,toate,639,123,516,0
Neamt,2021-03-02,1,10,2,8,0
Neamt,2021-03-02,2,684,104,580,0
Neamt,2021-03-02,3,3,3,0,0
Neamt,2021-03-02,toate,697,109,588,0
Neamt,2021-03-03,1,6,0,6,0
Neamt,2021-03-03,2,604,76,528,0
Neamt,2021-03-03,3,0,0,0,0
Neamt,2021-03-03,toate,610,76,534,0
Neamt,2021-03-04,1,15,0,14,1
Neamt,2021-03-04,2,719,69,562,88
Neamt,2021-03-04,3,3,3,0,0
Neamt,2021-03-04,toate,737,72,576,89
Neamt,2021-03-05,1,16,3,13,0
Neamt,2021-03-05,2,891,70,671,150
Neamt,2021-03-05,3,0,0,0,0
Neamt,2021-03-05,toate,907,73,684,150
Neamt,2021-03-06,1,18,5,12,1
Neamt,2021-03-06,2,690,48,533,109
Neamt,2021-03-06,3,1,0,1,0
Neamt,2021-03-06,toate,709,53,546,110
Neamt,2021-03-07,1,21,9,9,3
Neamt,2021-03-07,2,671,38,536,97
Neamt,2021-03-07,3,1,0,1,0
Neamt,2021-03-07,toate,693,47,546,100
Neamt,2021-03-08,1,15,2,13,0
Neamt,2021-03-08,2,596,54,502,40
Neamt,2021-03-08,3,1,0,1,0
Neamt,2021-03-08,toate,612,56,516,40
Neamt,2021-03-09,1,20,4,16,0
Neamt,2021-03-09,2,839,83,697,59
Neamt,2021-03-09,3,2,0,1,1
Neamt,2021-03-09,toate,861,87,714,60
Neamt,2021-03-10,1,22,2,13,7
Neamt,2021-03-10,2,657,56,539,62
Neamt,2021-03-10,3,1,0,0,1
Neamt,2021-03-10,toate,680,58,552,70
Neamt,2021-03-11,1,25,1,15,9
Neamt,2021-03-11,2,801,59,714,28
Neamt,2021-03-11,3,7,1,3,3
Neamt,2021-03-11,toate,833,61,732,40
Neamt,2021-03-12,1,22,0,22,0
Neamt,2021-03-12,2,733,0,634,99
Neamt,2021-03-12,3,5,0,4,1
Neamt,2021-03-12,toate,760,0,660,100
Neamt,2021-03-13,1,12,7,5,0
Neamt,2021-03-13,2,856,113,653,90
Neamt,2021-03-13,3,2,0,2,0
Neamt,2021-03-13,toate,870,120,660,90
Neamt,2021-03-14,1,25,3,19,3
Neamt,2021-03-14,2,736,80,579,77
Neamt,2021-03-14,3,6,4,2,0
Neamt,2021-03-14,toate,767,87,600,80
Neamt,2021-03-15,1,20,0,18,2
Neamt,2021-03-15,2,870,99,605,166
Neamt,2021-03-15,3,5,2,1,2
Neamt,2021-03-15,toate,895,101,624,170
Neamt,2021-03-16,1,20,2,17,1
Neamt,2021-03-16,2,1060,78,788,194
Neamt,2021-03-16,3,11,1,5,5
Neamt,2021-03-16,toate,1091,81,810,200
Neamt,2021-03-17,1,15,1,12,2
Neamt,2021-03-17,2,952,52,665,235
Neamt,2021-03-17,3,34,4,7,23
Neamt,2021-03-17,toate,1001,57,684,260
Neamt,2021-03-18,1,41,1,40,0
Neamt,2021-03-18,2,779,52,630,97
Neamt,2021-03-18,3,67,16,8,43
Neamt,2021-03-18,toate,887,69,678,140
Neamt,toate,1,347,46,272,29
Neamt,toate,2,13753,1250,10912,1591
Neamt,toate,3,149,34,36,79
Neamt,toate,toate,14249,1330,11220,1699
Olt,2021-03-01,1,32,5,27,0
Olt,2021-03-01,2,633,174,459,0
Olt,2021-03-01,3,0,0,0,0
Olt,2021-03-01,toate,665,179,486,0
Olt,2021-03-02,1,19,5,14,0
Olt,2021-03-02,2,646,162,484,0
Olt,2021-03-02,3,1,1,0,0
Olt,2021-03-02,toate,666,168,498,0
Olt,2021-03-03,1,23,7,16,0
Olt,2021-03-03,2,659,166,493,0
Olt,2021-03-03,3,1,1,0,0
Olt,2021-03-03,toate,683,174,509,0
Olt,2021-03-04,1,22,8,12,2
Olt,2021-03-04,2,793,134,541,118
Olt,2021-03-04,3,0,0,0,0
Olt,2021-03-04,toate,815,142,553,120
Olt,2021-03-05,1,15,6,6,3
Olt,2021-03-05,2,745,105,515,125
Olt,2021-03-05,3,3,0,1,2
Olt,2021-03-05,toate,763,111,522,130
Olt,2021-03-06,1,27,9,14,4
Olt,2021-03-06,2,703,102,455,146
Olt,2021-03-06,3,1,1,0,0
Olt,2021-03-06,toate,731,112,469,150
Olt,2021-03-07,1,15,3,11,1
Olt,2021-03-07,2,641,55,457,129
Olt,2021-03-07,3,0,0,0,0
Olt,2021-03-07,toate,656,58,468,130
Olt,2021-03-08,1,19,6,9,4
Olt,2021-03-08,2,674,75,524,75
Olt,2021-03-08,3,1,0,0,1
Olt,2021-03-08,toate,694,81,533,80
Olt,2021-03-09,1,51,3,47,1
Olt,2021-03-09,2,705,94,535,76
Olt,2021-03-09,3,3,0,0,3
Olt,2021-03-09,toate,759,97,582,80
Olt,2021-03-10,1,35,0,35,0
Olt,2021-03-10,2,758,111,588,59
Olt,2021-03-10,3,2,0,1,1
Olt,2021-03-10,toate,795,111,624,60
Olt,2021-03-11,1,21,2,18,1
Olt,2021-03-11,2,815,80,676,59
Olt,2021-03-11,3,2,0,2,0
Olt,2021-03-11,toate,838,82,696,60
Olt,2021-03-12,1,29,0,28,1
Olt,2021-03-12,2,843,68,727,48
Olt,2021-03-12,3,2,0,1,1
Olt,2021-03-12,toate,874,68,756,50
Olt,2021-03-13,1,28,4,24,0
Olt,2021-03-13,2,712,50,622,40
Olt,2021-03-13,3,2,0,2,0
Olt,2021-03-13,toate,742,54,648,40
Olt,2021-03-14,1,21,0,19,2
Olt,2021-03-14,2,653,29,586,38
Olt,2021-03-14,3,1,0,1,0
Olt,2021-03-14,toate,675,29,606,40
Olt,2021-03-15,1,32,3,25,4
Olt,2021-03-15,2,830,73,591,166
Olt,2021-03-15,3,5,3,2,0
Olt,2021-03-15,toate,867,79,618,170
Olt,2021-03-16,1,44,2,41,1
Olt,2021-03-16,2,990,50,673,267
Olt,2021-03-16,3,13,5,6,2
Olt,2021-03-16,toate,1047,57,720,270
Olt,2021-03-17,1,55,0,51,4
Olt,2021-03-17,2,842,43,623,176
Olt,2021-03-17,3,16,12,4,0
Olt,2021-03-17,toate,913,55,678,180
Olt,2021-03-18,1,58,0,58,0
Olt,2021-03-18,2,801,50,641,110
Olt,2021-03-18,3,36,27,9,0
Olt,2021-03-18,toate,895,77,708,110
Olt,toate,1,546,63,455,28
Olt,toate,2,13443,1621,10190,1632
Olt,toate,3,89,50,29,10
Olt,toate,toate,14078,1734,10674,1670
Prahova,2021-03-01,1,68,27,41,0
Prahova,2021-03-01,2,1658,259,1399,0
Prahova,2021-03-01,3,0,0,0,0
Prahova,2021-03-01,toate,1726,286,1440,0
Prahova,2021-03-02,1,59,7,52,0
Prahova,2021-03-02,2,1651,259,1392,0
Prahova,2021-03-02,3,0,0,0,0
Prahova,2021-03-02,toate,1710,266,1444,0
Prahova,2021-03-03,1,54,14,40,0
Prahova,2021-03-03,2,1622,252,1370,0
Prahova,2021-03-03,3,4,1,3,0
Prahova,2021-03-03,toate,1680,267,1413,0
Prahova,2021-03-04,1,78,14,63,1
Prahova,2021-03-04,2,2048,240,1369,439
Prahova,2021-03-04,3,2,0,2,0
Prahova,2021-03-04,toate,2128,254,1434,440
Prahova,2021-03-05,1,93,19,65,9
Prahova,2021-03-05,2,2261,279,1501,481
Prahova,2021-03-05,3,0,0,0,0
Prahova,2021-03-05,toate,2354,298,1566,490
Prahova,2021-03-06,1,73,14,58,1
Prahova,2021-03-06,2,2016,286,1334,396
Prahova,2021-03-06,3,0,0,0,0
Prahova,2021-03-06,toate,2089,300,1392,397
Prahova,2021-03-07,1,41,8,30,3
Prahova,2021-03-07,2,1977,176,1326,475
Prahova,2021-03-07,3,0,0,0,0
Prahova,2021-03-07,toate,2018,184,1356,478
Prahova,2021-03-08,1,75,10,64,1
Prahova,2021-03-08,2,1751,226,1436,89
Prahova,2021-03-08,3,0,0,0,0
Prahova,2021-03-08,toate,1826,236,1500,90
Prahova,2021-03-09,1,49,6,42,1
Prahova,2021-03-09,2,1818,244,1427,147
Prahova,2021-03-09,3,1,0,1,0
Prahova,2021-03-09,toate,1868,250,1470,148
Prahova,2021-03-10,1,54,12,38,4
Prahova,2021-03-10,2,1951,205,1570,176
Prahova,2021-03-10,3,1,1,0,0
Prahova,2021-03-10,toate,2006,218,1608,180
Prahova,2021-03-11,1,45,2,43,0
Prahova,2021-03-11,2,1987,199,1690,98
Prahova,2021-03-11,3,2,0,1,1
Prahova,2021-03-11,toate,2034,201,1734,99
Prahova,2021-03-12,1,66,6,56,4
Prahova,2021-03-12,2,2098,198,1784,116
Prahova,2021-03-12,3,2,0,2,0
Prahova,2021-03-12,toate,2166,204,1842,120
Prahova,2021-03-13,1,47,11,33,3
Prahova,2021-03-13,2,1695,174,1394,127
Prahova,2021-03-13,3,3,3,0,0
Prahova,2021-03-13,toate,1745,188,1427,130
Prahova,2021-03-14,1,55,8,43,4
Prahova,2021-03-14,2,1698,147,1385,166
Prahova,2021-03-14,3,0,0,0,0
Prahova,2021-03-14,toate,1753,155,1428,170
Prahova,2021-03-15,1,66,4,61,1
Prahova,2021-03-15,2,2142,195,1699,248
Prahova,2021-03-15,3,6,2,4,0
Prahova,2021-03-15,toate,2214,201,1764,249
Prahova,2021-03-16,1,113,5,89,19
Prahova,2021-03-16,2,2332,138,1615,579
Prahova,2021-03-16,3,17,6,10,1
Prahova,2021-03-16,toate,2462,149,1714,599
Prahova,2021-03-17,1,84,16,57,11
Prahova,2021-03-17,2,2410,128,1729,553
Prahova,2021-03-17,3,15,3,6,6
