judet,data,categorie_pers,total_doze,astra,pfizer,moderna
Brasov,2021-03-01,2,1136,366,770,0
Brasov,2021-03-01,3,0,0,0,0
Brasov,2021-03-01,toate,1192,377,815,0
Brasov,2021-03-02,1,36,7,29,0
Brasov,2021-03-02,2,1075,330,745,0
Brasov,2021-03-02,3,0,0,0,0
Brasov,2021-03-02,toate,1111,337,774,0
Brasov,2021-03-03,1,59,17,42,0
Brasov,2021-03-03,2,1047,254,793,0
Brasov,2021-03-03,3,0,0,0,0
Brasov,2021-03-03,toate,1106,271,835,0
Brasov,2021-03-04,1,47,6,38,3
Brasov,2021-03-04,2,1346,252,857,237
Brasov,2021-03-04,3,0,0,0,0
Brasov,2021-03-04,toate,1393,258,895,240
Brasov,2021-03-05,1,116,15,98,3
Brasov,2021-03-05,2,1309,211,861,237
Brasov,2021-03-05,3,0,0,0,0
Brasov,2021-03-05,toate,1425,226,959,240
Brasov,2021-03-06,1,64,12,52,0
Brasov,2021-03-06,2,1138,192,716,230
Brasov,2021-03-06,3,0,0,0,0
Brasov,2021-03-06,toate,1202,204,768,230
Brasov,2021-03-07,1,42,4,38,0
Brasov,2021-03-07,2,1205,207,688,310
Brasov,2021-03-07,3,0,0,0,0
Brasov,2021-03-07,toate,1247,211,726,310
Brasov,2021-03-08,1,66,10,56,0
Brasov,2021-03-08,2,1160,229,851,80
Brasov,2021-03-08,3,3,0,3,0
Brasov,2021-03-08,toate,1229,239,910,80
Brasov,2021-03-09,1,60,10,49,1
Brasov,2021-03-09,2,1189,267,863,59
Brasov,2021-03-09,3,0,0,0,0
Brasov,2021-03-09,toate,1249,277,912,60
Brasov,2021-03-10,1,68,4,64,0
Brasov,2021-03-10,2,1238,230,978,30
Brasov,2021-03-10,3,1,0,1,0
Brasov,2021-03-10,toate,1307,234,1043,30
Brasov,2021-03-11,1,63,6,50,7
Brasov,2021-03-11,2,1156,189,856,111
Brasov,2021-03-11,3,3,0,1,2
Brasov,2021-03-11,toate,1222,195,907,120
Brasov,2021-03-12,1,114,74,40,0
Brasov,2021-03-12,2,1288,224,934,130
Brasov,2021-03-12,3,6,3,3,0
Brasov,2021-03-12,toate,1408,301,977,130
Brasov,2021-03-13,1,19,6,13,0
Brasov,2021-03-13,2,1035,168,807,60
Brasov,2021-03-13,3,11,9,2,0
Brasov,2021-03-13,toate,1065,183,822,60
Brasov,2021-03-14,1,20,4,15,1
Brasov,2021-03-14,2,1041,145,837,59
Brasov,2021-03-14,3,7,6,1,0
Brasov,2021-03-14,toate,1068,155,853,60
Brasov,2021-03-15,1,70,9,49,12
Brasov,2021-03-15,2,1466,298,958,210
Brasov,2021-03-15,3,386,372,6,8
Brasov,2021-03-15,toate,1922,679,1013,230
Brasov,2021-03-16,1,89,2,81,6
Brasov,2021-03-16,2,1651,214,1085,352
Brasov,2021-03-16,3,353,307,44,2
Brasov,2021-03-16,toate,2093,523,1210,360
Brasov,2021-03-17,1,43,10,25,8
Brasov,2021-03-17,2,1437,208,942,287
Brasov,2021-03-17,3,345,328,12,5
Brasov,2021-03-17,toate,1825,546,979,300
Brasov,2021-03-18,1,54,6,39,9
Brasov,2021-03-18,2,1332,146,993,193
Brasov,2021-03-18,3,357,344,6,7
Brasov,2021-03-18,toate,1743,496,1038,209
Brasov,toate,1,1086,213,823,50
Brasov,toate,2,22249,4130,15534,2585
Brasov,toate,3,1472,1369,79,24
Brasov,toate,toate,24807,5712,16436,2659
Bucuresti,2021-03-01,1,485,129,356,0
Bucuresti,2021-03-01,2,4803,1540,3263,0
Bucuresti,2021-03-01,3,49,0,49,0
Bucuresti,2021-03-01,toate,5337,1669,3668,0
Bucuresti,2021-03-02,1,473,211,262,0
Bucuresti,2021-03-02,2,4636,1595,3041,0
Bucuresti,2021-03-02,3,28,1,27,0
Bucuresti,2021-03-02,toate,5137,1807,3330,0
Bucuresti,2021-03-03,1,383,221,161,1
Bucuresti,2021-03-03,2,5104,1464,3631,9
Bucuresti,2021-03-03,3,2,0,2,0
Bucuresti,2021-03-03,toate,5489,1685,3794,10
Bucuresti,2021-03-04,1,288,114,137,37
Bucuresti,2021-03-04,2,5891,1439,3530,922
Bucuresti,2021-03-04,3,9,2,5,2
Bucuresti,2021-03-04,toate,6188,1555,3672,961
Bucuresti,2021-03-05,1,334,113,200,21
Bucuresti,2021-03-05,2,6113,1174,3880,1059
Bucuresti,2021-03-05,3,24,0,17,7
Bucuresti,2021-03-05,toate,6471,1287,4097,1087
Bucuresti,2021-03-06,1,386,112,258,16
Bucuresti,2021-03-06,2,6427,1187,4059,1181
Bucuresti,2021-03-06,3,13,1,8,4
Bucuresti,2021-03-06,toate,6826,1300,4325,1201
Bucuresti,2021-03-07,1,301,127,156,18
Bucuresti,2021-03-07,2,6103,1169,3844,1090
Bucuresti,2021-03-07,3,21,1,20,0
Bucuresti,2021-03-07,toate,6425,1297,4020,1108
Bucuresti,2021-03-08,1,520,85,387,48
Bucuresti,2021-03-08,2,6552,1153,4311,1088
Bucuresti,2021-03-08,3,17,1,9,7
Bucuresti,2021-03-08,toate,7089,1239,4707,1143
Bucuresti,2021-03-09,1,511,100,381,30
Bucuresti,2021-03-09,2,7150,1463,4727,960
Bucuresti,2021-03-09,3,20,3,7,10
Bucuresti,2021-03-09,toate,7681,1566,5115,1000
Bucuresti,2021-03-10,1,641,85,540,16
Bucuresti,2021-03-10,2,6982,1305,5040,637
Bucuresti,2021-03-10,3,50,1,44,5
Bucuresti,2021-03-10,toate,7673,1391,5624,658
Bucuresti,2021-03-11,1,473,109,344,20
Bucuresti,2021-03-11,2,7102,1134,5433,535
Bucuresti,2021-03-11,3,19,0,13,6
Bucuresti,2021-03-11,toate,7594,1243,5790,561
Bucuresti,2021-03-12,1,359,47,306,6
Bucuresti,2021-03-12,2,6942,850,5568,524
Bucuresti,2021-03-12,3,19,0,14,5
Bucuresti,2021-03-12,toate,7320,897,5888,535
Bucuresti,2021-03-13,1,337,45,274,18
Bucuresti,2021-03-13,2,5944,756,4786,402
Bucuresti,2021-03-13,3,15,1,13,1
Bucuresti,2021-03-13,toate,6296,802,5073,421
Bucuresti,2021-03-14,1,275,30,237,8
Bucuresti,2021-03-14,2,5349,688,4228,433
Bucuresti,2021-03-14,3,18,0,12,6
Bucuresti,2021-03-14,toate,5642,718,4477,447
Bucuresti,2021-03-15,1,348,73,264,11
Bucuresti,2021-03-15,2,6844,926,5120,798
Bucuresti,2021-03-15,3,58,19,33,6
Bucuresti,2021-03-15,toate,7250,1018,5417,815
Bucuresti,2021-03-16,1,584,65,416,103
Bucuresti,2021-03-16,2,7070,692,5179,1199
Bucuresti,2021-03-16,3,93,14,52,27
Bucuresti,2021-03-16,toate,7747,771,5647,1329
Bucuresti,2021-03-17,1,587,39,433,115
Bucuresti,2021-03-17,2,6927,620,5050,1257
Bucuresti,2021-03-17,3,102,32,37,33
Bucuresti,2021-03-17,toate,7616,691,5520,1405
Bucuresti,2021-03-18,1,651,41,578,32
Bucuresti,2021-03-18,2,6194,647,5052,495
Bucuresti,2021-03-18,3,153,61,77,15
Bucuresti,2021-03-18,toate,6998,749,5707,542
Bucuresti,toate,1,7936,1746,5690,500
Bucuresti,toate,2,112133,19802,79742,12589
Bucuresti,toate,3,710,137,439,134
Bucuresti,toate,toate,120779,21685,85871,13223
Buzau,2021-03-01,1,18,6,12,0
Buzau,2021-03-01,2,726,230,496,0
Buzau,2021-03-01,3,0,0,0,0
Buzau,2021-03-01,toate,744,236,508,0
Buzau,2021-03-02,1,94,7,87,0
Buzau,2021-03-02,2,863,257,606,0
Buzau,2021-03-02,3,0,0,0,0
Buzau,2021-03-02,toate,957,264,693,0
Buzau,2021-03-03,1,100,7,93,0
Buzau,2021-03-03,2,758,246,512,0
Buzau,2021-03-03,3,0,0,0,0
Buzau,2021-03-03,toate,858,253,605,0
Buzau,2021-03-04,1,70,5,63,2
Buzau,2021-03-04,2,955,251,537,167
Buzau,2021-03-04,3,0,0,0,0
Buzau,2021-03-04,toate,1025,256,600,169
Buzau,2021-03-05,1,34,3,30,1
Buzau,2021-03-05,2,887,168,562,157
Buzau,2021-03-05,3,0,0,0,0
Buzau,2021-03-05,toate,921,171,592,158
Buzau,2021-03-06,1,25,5,20,0
Buzau,2021-03-06,2,1032,126,738,168
Buzau,2021-03-06,3,0,0,0,0
Buzau,2021-03-06,toate,1057,131,758,168
Buzau,2021-03-07,1,38,7,30,1
Buzau,2021-03-07,2,1185,77,943,165
Buzau,2021-03-07,3,0,0,0,0
Buzau,2021-03-07,toate,1223,84,973,166
Buzau,2021-03-08,1,10,4,6,0
Buzau,2021-03-08,2,596,80,435,81
Buzau,2021-03-08,3,0,0,0,0
Buzau,2021-03-08,toate,606,84,441,81
Buzau,2021-03-09,1,12,6,4,2
Buzau,2021-03-09,2,830,92,633,105
Buzau,2021-03-09,3,1,0,0,1
Buzau,2021-03-09,toate,843,98,637,108
Buzau,2021-03-10,1,19,5,14,0
Buzau,2021-03-10,2,1048,170,778,100
Buzau,2021-03-10,3,0,0,0,0
Buzau,2021-03-10,toate,1067,175,792,100
Buzau,2021-03-11,1,6,0,6,0
Buzau,2021-03-11,2,851,69,732,50
Buzau,2021-03-11,3,1,0,1,0
Buzau,2021-03-11,toate,858,69,739,50
Buzau,2021-03-12,1,14,0,14,0
Buzau,2021-03-12,2,934,90,748,96
Buzau,2021-03-12,3,0,0,0,0
Buzau,2021-03-12,toate,948,90,762,96
Buzau,2021-03-13,1,16,2,12,2
Buzau,2021-03-13,2,801,79,651,71
Buzau,2021-03-13,3,1,0,1,0
Buzau,2021-03-13,toate,818,81,664,73
Buzau,2021-03-14,1,16,0,16,0
Buzau,2021-03-14,2,744,74,600,70
Buzau,2021-03-14,3,1,0,1,0
Buzau,2021-03-14,toate,761,74,617,70
Buzau,2021-03-15,1,39,2,37,0
Buzau,2021-03-15,2,894,94,728,72
Buzau,2021-03-15,3,4,1,3,0
Buzau,2021-03-15,toate,937,97,768,72
Buzau,2021-03-16,1,34,0,24,10
Buzau,2021-03-16,2,1021,66,776,179
Buzau,2021-03-16,3,6,3,2,1
Buzau,2021-03-16,toate,1061,69,802,190
Buzau,2021-03-17,1,13,0,13,0
Buzau,2021-03-17,2,756,78,668,10
Buzau,2021-03-17,3,4,2,2,0
Buzau,2021-03-17,toate,773,80,683,10
Buzau,2021-03-18,1,19,0,19,0
Buzau,2021-03-18,2,839,55,740,44
Buzau,2021-03-18,3,13,11,2,0
Buzau,2021-03-18,toate,871,66,761,44
Buzau,toate,1,577,59,500,18
Buzau,toate,2,15720,2302,11883,1535
Buzau,toate,3,31,17,12,2
Buzau,toate,toate,16328,2378,12395,1555
Calarasi,2021-03-01,1,6,0,6,0
Calarasi,2021-03-01,2,512,140,372,0
Calarasi,2021-03-01,3,0,0,0,0
Calarasi,2021-03-01,toate,518,140,378,0
Calarasi,2021-03-02,1,13,6,7,0
Calarasi,2021-03-02,2,480,133,347,0
Calarasi,2021-03-02,3,0,0,0,0
Calarasi,2021-03-02,toate,493,139,354,0
Calarasi,2021-03-03,1,11,2,9,0
Calarasi,2021-03-03,2,531,115,416,0
Calarasi,2021-03-03,3,1,0,1,0
Calarasi,2021-03-03,toate,543,117,426,0
Calarasi,2021-03-04,1,14,0,13,1
Calarasi,2021-03-04,2,599,111,389,99
Calarasi,2021-03-04,3,0,0,0,0
Calarasi,2021-03-04,toate,613,111,402,100
Calarasi,2021-03-05,1,26,1,25,0
Calarasi,2021-03-05,2,629,112,437,80
Calarasi,2021-03-05,3,0,0,0,0
Calarasi,2021-03-05,toate,655,113,462,80
Calarasi,2021-03-06,1,9,2,7,0
Calarasi,2021-03-06,2,663,108,455,100
Calarasi,2021-03-06,3,0,0,0,0
Calarasi,2021-03-06,toate,672,110,462,100
Calarasi,2021-03-07,1,14,5,6,3
Calarasi,2021-03-07,2,676,95,444,137
Calarasi,2021-03-07,3,0,0,0,0
Calarasi,2021-03-07,toate,690,100,450,140
Calarasi,2021-03-08,1,12,2,10,0
Calarasi,2021-03-08,2,701,98,523,80
Calarasi,2021-03-08,3,1,0,1,0
Calarasi,2021-03-08,toate,714,100,534,80
Calarasi,2021-03-09,1,11,1,5,5
Calarasi,2021-03-09,2,665,117,463,85
Calarasi,2021-03-09,3,0,0,0,0
Calarasi,2021-03-09,toate,676,118,468,90
Calarasi,2021-03-10,1,40,1,37,2
Calarasi,2021-03-10,2,745,116,551,78
Calarasi,2021-03-10,3,0,0,0,0
Calarasi,2021-03-10,toate,785,117,588,80
Calarasi,2021-03-11,1,35,3,16,16
Calarasi,2021-03-11,2,652,102,496,54
Calarasi,2021-03-11,3,0,0,0,0
Calarasi,2021-03-11,toate,687,105,512,70
Calarasi,2021-03-12,1,20,2,16,2
Calarasi,2021-03-12,2,637,88,521,28
Calarasi,2021-03-12,3,1,0,1,0
Calarasi,2021-03-12,toate,658,90,538,30
Calarasi,2021-03-13,1,16,9,7,0
Calarasi,2021-03-13,2,576,78,478,20
Calarasi,2021-03-13,3,1,0,1,0
Calarasi,2021-03-13,toate,593,87,486,20
Calarasi,2021-03-14,1,10,1,9,0
Calarasi,2021-03-14,2,535,62,464,9
Calarasi,2021-03-14,3,2,0,1,1
Calarasi,2021-03-14,toate,547,63,474,10
Calarasi,2021-03-15,1,27,0,27,0
Calarasi,2021-03-15,2,575,61,465,49
Calarasi,2021-03-15,3,20,19,0,1
Calarasi,2021-03-15,toate,622,80,492,50
Calarasi,2021-03-16,1,21,2,15,4
Calarasi,2021-03-16,2,596,70,471,55
Calarasi,2021-03-16,3,28,21,6,1
Calarasi,2021-03-16,toate,645,93,492,60
Calarasi,2021-03-17,1,25,0,20,5
Calarasi,2021-03-17,2,614,38,542,34
Calarasi,2021-03-17,3,5,2,2,1
Calarasi,2021-03-17,toate,644,40,564,40
Calarasi,2021-03-18,1,46,0,46,0
Calarasi,2021-03-18,2,736,35,701,0
Calarasi,2021-03-18,3,39,12,27,0
Calarasi,2021-03-18,toate,821,47,774,0
Calarasi,toate,1,356,37,281,38
Calarasi,toate,2,11122,1679,8535,908
Calarasi,toate,3,98,54,40,4
Calarasi,toate,toate,11576,1770,8856,950
Caras-Severin,2021-03-01,1,11,2,9,0
Caras-Severin,2021-03-01,2,448,50,398,0
Caras-Severin,2021-03-01,3,1,0,1,0
Caras-Severin,2021-03-01,toate,460,52,408,0
Caras-Severin,2021-03-02,1,7,0,7,0
Caras-Severin,2021-03-02,2,463,38,425,0
Caras-Severin,2021-03-02,3,0,0,0,0
Caras-Severin,2021-03-02,toate,470,38,432,0
Caras-Severin,2021-03-03,1,12,0,12,0
Caras-Severin,2021-03-03,2,468,30,438,0
Caras-Severin,2021-03-03,3,0,0,0,0
Caras-Severin,2021-03-03,toate,480,30,450,0
Caras-Severin,2021-03-04,1,27,0,27,0
Caras-Severin,2021-03-04,2,605,10,505,90
Caras-Severin,2021-03-04,3,0,0,0,0
Caras-Severin,2021-03-04,toate,632,10,532,90
Caras-Severin,2021-03-05,1,103,0,101,2
Caras-Severin,2021-03-05,2,569,26,465,78
Caras-Severin,2021-03-05,3,0,0,0,0
Caras-Severin,2021-03-05,toate,672,26,566,80
Caras-Severin,2021-03-06,1,51,1,49,1
Caras-Severin,2021-03-06,2,708,66,544,98
Caras-Severin,2021-03-06,3,2,0,1,1
Caras-Severin,2021-03-06,toate,761,67,594,100
Caras-Severin,2021-03-07,1,18,1,17,0
Caras-Severin,2021-03-07,2,672,17,547,108
Caras-Severin,2021-03-07,3,2,0,0,2
Caras-Severin,2021-03-07,toate,692,18,564,110
Caras-Severin,2021-03-08,1,225,0,225,0
Caras-Severin,2021-03-08,2,606,29,537,40
Caras-Severin,2021-03-08,3,0,0,0,0
Caras-Severin,2021-03-08,toate,831,29,762,40
Caras-Severin,2021-03-09,1,255,1,253,1
Caras-Severin,2021-03-09,2,612,23,550,39
Caras-Severin,2021-03-09,3,1,0,1,0
Caras-Severin,2021-03-09,toate,868,24,804,40
Caras-Severin,2021-03-10,1,256,0,256,0
Caras-Severin,2021-03-10,2,648,19,601,28
Caras-Severin,2021-03-10,3,2,0,0,2
Caras-Severin,2021-03-10,toate,906,19,857,30
Caras-Severin,2021-03-11,1,17,0,17,0
Caras-Severin,2021-03-11,2,670,17,613,40
Caras-Severin,2021-03-11,3,0,0,0,0
Caras-Severin,2021-03-11,toate,687,17,630,40
Caras-Severin,2021-03-12,1,32,1,31,0
Caras-Severin,2021-03-12,2,681,38,623,20
Caras-Severin,2021-03-12,3,0,0,0,0
Caras-Severin,2021-03-12,toate,713,39,654,20
Caras-Severin,2021-03-13,1,24,1,21,2
Caras-Severin,2021-03-13,2,656,42,567,47
Caras-Severin,2021-03-13,3,1,0,0,1
Caras-Severin,2021-03-13,toate,681,43,588,50
Caras-Severin,2021-03-14,1,23,0,23,0
Caras-Severin,2021-03-14,2,620,43,557,20
Caras-Severin,2021-03-14,3,2,0,2,0
Caras-Severin,2021-03-14,toate,645,43,582,20
Caras-Severin,2021-03-15,1,9,0,9,0
Caras-Severin,2021-03-15,2,791,70,573,148
Caras-Severin,2021-03-15,3,2,0,0,2
Caras-Severin,2021-03-15,toate,802,70,582,150
Caras-Severin,2021-03-16,1,50,1,45,4
Caras-Severin,2021-03-16,2,870,47,582,241
Caras-Severin,2021-03-16,3,8,0,3,5
Caras-Severin,2021-03-16,toate,928,48,630,250
Caras-Severin,2021-03-17,1,15,2,13,0
Caras-Severin,2021-03-17,2,727,37,594,96
Caras-Severin,2021-03-17,3,26,5,17,4
Caras-Severin,2021-03-17,toate,768,44,624,100
Caras-Severin,2021-03-18,1,31,2,28,1
Caras-Severin,2021-03-18,2,709,22,588,99
Caras-Severin,2021-03-18,3,46,8,8,30
Caras-Severin,2021-03-18,toate,786,32,624,130
Caras-Severin,toate,1,1166,12,1143,11
Caras-Severin,toate,2,11523,624,9707,1192
Caras-Severin,toate,3,93,13,33,47
Caras-Severin,toate,toate,12782,649,10883,1250
Cluj,2021-03-01,1,121,33,88,0
Cluj,2021-03-01,2,1933,794,1139,0
Cluj,2021-03-01,3,24,16,8,0
Cluj,2021-03-01,toate,2078,843,1235,0
Cluj,2021-03-02,1,80,25,55,0
Cluj,2021-03-02,2,1845,671,1174,0
Cluj,2021-03-02,3,35,34,1,0
Cluj,2021-03-02,toate,1960,730,1230,0
Cluj,2021-03-03,1,160,37,123,0
Cluj,2021-03-03,2,1719,660,1059,0
Cluj,2021-03-03,3,16,16,0,0
Cluj,2021-03-03,toate,1895,713,1182,0
Cluj,2021-03-04,1,154,32,106,16
Cluj,2021-03-04,2,2070,462,1214,394
Cluj,2021-03-04,3,19,18,1,0
Cluj,2021-03-04,toate,2243,512,1321,410
Cluj,2021-03-05,1,125,32,57,36
Cluj,2021-03-05,2,2017,641,934,442
Cluj,2021-03-05,3,24,23,0,1
Cluj,2021-03-05,toate,2166,696,991,479
Cluj,2021-03-06,1,257,23,230,4
Cluj,2021-03-06,2,2117,516,1186,415
Cluj,2021-03-06,3,40,40,0,0
Cluj,2021-03-06,toate,2414,579,1416,419
Cluj,2021-03-07,1,199,37,161,1
Cluj,2021-03-07,2,1599,411,930,258
Cluj,2021-03-07,3,31,30,1,0
Cluj,2021-03-07,toate,1829,478,1092,259
Cluj,2021-03-08,1,194,46,135,13
Cluj,2021-03-08,2,1889,416,1226,247
Cluj,2021-03-08,3,22,21,1,0
Cluj,2021-03-08,toate,2105,483,1362,260
Cluj,2021-03-09,1,208,43,153,12
Cluj,2021-03-09,2,1856,395,1226,235
Cluj,2021-03-09,3,11,10,1,0
Cluj,2021-03-09,toate,2075,448,1380,247
Cluj,2021-03-10,1,303,84,216,3
Cluj,2021-03-10,2,1965,389,1469,107
Cluj,2021-03-10,3,3,2,1,0
Cluj,2021-03-10,toate,2271,475,1686,110
Cluj,2021-03-11,1,189,61,126,2
Cluj,2021-03-11,2,1961,414,1421,126
Cluj,2021-03-11,3,5,2,1,2
Cluj,2021-03-11,toate,2155,477,1548,130
Cluj,2021-03-12,1,116,64,48,4
Cluj,2021-03-12,2,1988,307,1575,106
Cluj,2021-03-12,3,4,1,2,1
Cluj,2021-03-12,toate,2108,372,1625,111
Cluj,2021-03-13,1,178,95,82,1
Cluj,2021-03-13,2,1780,290,1400,90
Cluj,2021-03-13,3,4,0,4,0
Cluj,2021-03-13,toate,1962,385,1486,91
Cluj,2021-03-14,1,147,66,79,2
Cluj,2021-03-14,2,1439,321,1051,67
Cluj,2021-03-14,3,15,12,3,0
Cluj,2021-03-14,toate,1601,399,1133,69
Cluj,2021-03-15,1,164,33,130,1
Cluj,2021-03-15,2,1837,379,1389,69
Cluj,2021-03-15,3,356,345,11,0
Cluj,2021-03-15,toate,2357,757,1530,70
Cluj,2021-03-16,1,66,30,28,8
Cluj,2021-03-16,2,1689,335,1163,191
Cluj,2021-03-16,3,331,315,15,1
Cluj,2021-03-16,toate,2086,680,1206,200
Cluj,2021-03-17,1,146,38,102,6
Cluj,2021-03-17,2,1624,335,1208,81
Cluj,2021-03-17,3,317,306,10,1
Cluj,2021-03-17,toate,2087,679,1320,88
Cluj,2021-03-18,1,186,48,138,0
Cluj,2021-03-18,2,1647,264,1370,13
Cluj,2021-03-18,3,384,355,22,7
Cluj,2021-03-18,toate,2217,667,1530,20
Cluj,toate,1,2993,827,2057,109
Cluj,toate,2,32975,8000,22134,2841
Cluj,toate,3,1641,1546,82,13
Cluj,toate,toate,37609,10373,24273,2963
Constanta,2021-03-01,1,71,21,50,0
Constanta,2021-03-01,2,1119,444,675,0
Constanta,2021-03-01,3,2,0,2,0
Constanta,2021-03-01,toate,1192,465,727,0
Constanta,2021-03-02,1,71,4,67,0
Constanta,2021-03-02,2,1238,530,708,0
Constanta,2021-03-02,3,1,0,1,0
Constanta,2021-03-02,toate,1310,534,776,0
Constanta,2021-03-03,1,65,16,49,0
Constanta,2021-03-03,2,1232,489,743,0
Constanta,2021-03-03,3,0,0,0,0
Constanta,2021-03-03,toate,1297,505,792,0
Constanta,2021-03-04,1,68,25,42,1
Constanta,2021-03-04,2,1634,529,726,379
Constanta,2021-03-04,3,1,1,0,0
Constanta,2021-03-04,toate,1703,555,768,380
Constanta,2021-03-05,1,45,14,31,0
Constanta,2021-03-05,2,1363,333,701,329
Constanta,2021-03-05,3,2,0,0,2
Constanta,2021-03-05,toate,1410,347,732,331
Constanta,2021-03-06,1,54,9,43,2
Constanta,2021-03-06,2,1841,262,1241,338
Constanta,2021-03-06,3,1,0,1,0
Constanta,2021-03-06,toate,1896,271,1285,340
Constanta,2021-03-07,1,41,13,23,5
Constanta,2021-03-07,2,1886,314,1122,450
Constanta,2021-03-07,3,0,0,0,0
Constanta,2021-03-07,toate,1927,327,1145,455
Constanta,2021-03-08,1,47,12,33,2
Constanta,2021-03-08,2,1758,277,1289,192
Constanta,2021-03-08,3,6,0,5,1
Constanta,2021-03-08,toate,1811,289,1327,195
Constanta,2021-03-09,1,42,4,35,3
Constanta,2021-03-09,2,1785,379,1243,163
Constanta,2021-03-09,3,2,0,0,2
Constanta,2021-03-09,toate,1829,383,1278,168
Constanta,2021-03-10,1,63,11,50,2
Constanta,2021-03-10,2,2100,374,1589,137
Constanta,2021-03-10,3,7,0,7,0
Constanta,2021-03-10,toate,2170,385,1646,139
Constanta,2021-03-11,1,69,28,40,1
Constanta,2021-03-11,2,1985,334,1512,139
Constanta,2021-03-11,3,2,1,1,0
Constanta,2021-03-11,toate,2056,363,1553,140
Constanta,2021-03-12,1,76,22,52,2
Constanta,2021-03-12,2,1944,268,1509,167
Constanta,2021-03-12,3,5,0,3,2
Constanta,2021-03-12,toate,2025,290,1564,171
Constanta,2021-03-13,1,34,14,20,0
Constanta,2021-03-13,2,1765,209,1386,170
Constanta,2021-03-13,3,4,0,4,0
Constanta,2021-03-13,toate,1803,223,1410,170
Constanta,2021-03-14,1,56,5,51,0
Constanta,2021-03-14,2,1700,200,1350,150
Constanta,2021-03-14,3,3,0,3,0
Constanta,2021-03-14,toate,1759,205,1404,150
Constanta,2021-03-15,1,128,60,58,10
Constanta,2021-03-15,2,2247,237,1596,414
Constanta,2021-03-15,3,33,6,21,6
Constanta,2021-03-15,toate,2408,303,1675,430
Constanta,2021-03-16,1,102,41,35,26
Constanta,2021-03-16,2,2431,210,1619,602
Constanta,2021-03-16,3,14,3,6,5
Constanta,2021-03-16,toate,2547,254,1660,633
Constanta,2021-03-17,1,99,62,35,2
Constanta,2021-03-17,2,2078,242,1608,228
Constanta,2021-03-17,3,18,5,13,0
Constanta,2021-03-17,toate,2195,309,1656,230
Constanta,2021-03-18,1,99,42,46,11
Constanta,2021-03-18,2,1876,184,1363,329
Constanta,2021-03-18,3,18,4,12,2
Constanta,2021-03-18,toate,1993,230,1421,342
Constanta,toate,1,1230,403,760,67
Constanta,toate,2,31982,5815,21980,4187
Constanta,toate,3,119,20,79,20
Constanta,toate,toate,33331,6238,22819,4274
Covasna,2021-03-01,1,8,1,7,0
Covasna,2021-03-01,2,268,41,227,0
Covasna,2021-03-01,3,0,0,0,0
Covasna,2021-03-01,toate,276,42,234,0
Covasna,2021-03-02,1,12,3,9,0
Covasna,2021-03-02,2,252,10,242,0
Covasna,2021-03-02,3,1,0,1,0
Covasna,2021-03-02,toate,265,13,252,0
Covasna,2021-03-03,1,2,2,0,0
Covasna,2021-03-03,2,266,38,228,0
Covasna,2021-03-03,3,0,0,0,0
Covasna,2021-03-03,toate,268,40,228,0
Covasna,2021-03-04,1,2,2,0,0
Covasna,2021-03-04,2,251,11,240,0
Covasna,2021-03-04,3,0,0,0,0
Covasna,2021-03-04,toate,253,13,240,0
Covasna,2021-03-05,1,4,1,3,0
Covasna,2021-03-05,2,259,22,237,0
Covasna,2021-03-05,3,0,0,0,0
Covasna,2021-03-05,toate,263,23,240,0
Covasna,2021-03-06,1,0,0,0,0
Covasna,2021-03-06,2,326,29,257,40
Covasna,2021-03-06,3,0,0,0,0
Covasna,2021-03-06,toate,326,29,257,40
Covasna,2021-03-07,1,2,0,2,0
Covasna,2021-03-07,2,348,42,256,50
Covasna,2021-03-07,3,0,0,0,0
Covasna,2021-03-07,toate,350,42,258,50
Covasna,2021-03-08,1,7,1,6,0
Covasna,2021-03-08,2,317,25,252,40
Covasna,2021-03-08,3,0,0,0,0
Covasna,2021-03-08,toate,324,26,258,40
Covasna,2021-03-09,1,94,0,94,0
Covasna,2021-03-09,2,413,45,320,48
Covasna,2021-03-09,3,1,0,0,1
Covasna,2021-03-09,toate,508,45,414,49
Covasna,2021-03-10,1,64,0,53,11
Covasna,2021-03-10,2,393,36,298,59
Covasna,2021-03-10,3,2,0,2,0
Covasna,2021-03-10,toate,459,36,353,70
Covasna,2021-03-11,1,11,0,11,0
Covasna,2021-03-11,2,389,18,361,10
Covasna,2021-03-11,3,0,0,0,0
Covasna,2021-03-11,toate,400,18,372,10
Covasna,2021-03-12,1,10,2,7,1
Covasna,2021-03-12,2,335,49,269,17
Covasna,2021-03-12,3,0,0,0,0
Covasna,2021-03-12,toate,345,51,276,18
Covasna,2021-03-13,1,4,0,4,0
Covasna,2021-03-13,2,396,85,271,40
Covasna,2021-03-13,3,0,0,0,0
Covasna,2021-03-13,toate,400,85,275,40
Covasna,2021-03-14,1,7,0,7,0
Covasna,2021-03-14,2,425,89,316,20
Covasna,2021-03-14,3,0,0,0,0
Covasna,2021-03-14,toate,432,89,323,20
Covasna,2021-03-15,1,6,2,3,1
Covasna,2021-03-15,2,436,94,255,87
Covasna,2021-03-15,3,3,0,1,2
Covasna,2021-03-15,toate,445,96,259,90
Covasna,2021-03-16,1,12,2,8,2
Covasna,2021-03-16,2,506,79,259,168
Covasna,2021-03-16,3,2,0,2,0
Covasna,2021-03-16,toate,520,81,269,170
Covasna,2021-03-17,1,6,2,4,0
